Date,Open,High,Low,Close,Volume
2022-08-01 22:29:19.857916,402.1331479272392,402.9345321458718,400.9862833166429,402.4835707650562,144571855
2022-08-02 22:29:19.857916,395.9805874891006,402.93119413386654,396.8742929993775,401.95110549430746,91018802
2022-08-03 22:29:19.857916,404.6134410889695,408.47613750392986,404.83724712375357,405.34840441991815,126573891
2022-08-04 22:29:19.857916,412.49535056472075,416.6391111973754,410.68393916605584,413.1224099370655,97850326
2022-08-05 22:29:19.857916,410.2668962946015,413.50360888919573,409.6263228538761,412.110499298556,59395448
2022-08-06 22:29:19.857916,410.13329497449894,412.7503265440428,407.88542924770894,411.09867074891736,126478961
2022-08-07 22:29:19.857916,418.31340208065785,420.10266602616997,412.9301320085126,419.15359106156154,96086355
2022-08-08 22:29:19.857916,421.93591975600197,425.805367000806,423.0835163504205,423.14962094243333,121668376
2022-08-09 22:29:19.857916,416.8480181182067,421.50429347617904,417.59552073348306,420.9611052478658,56519453
2022-08-10 22:29:19.857916,421.57098483025106,427.7425958128511,423.27272481396255,423.8327617009029,145546833
2022-08-11 22:29:19.857916,420.7272653183249,423.43302687312615,419.4873385369407,421.6745294719478,56846090
2022-08-12 22:29:19.857916,417.65197467924065,420.7419783938532,418.4512405363225,419.5047369392037,58607964
2022-08-13 22:29:19.857916,419.76237923945666,421.6450014432089,419.84842383628325,420.87340453214114,145805712
2022-08-14 22:29:19.857916,409.62848652098717,412.18785506755,410.6519146097545,411.46585954395937,120104217
2022-08-15 22:29:19.857916,402.1653929892913,403.02376717058564,399.3503842040943,403.00012661650146,85229687
2022-08-16 22:29:19.857916,399.757365376928,401.32437836184937,396.98295476312876,400.34754520540383,75650424
2022-08-17 22:29:19.857916,393.4906124001494,395.93525145649505,393.3141882954729,395.44224583883886,135794231
2022-08-18 22:29:19.857916,395.33542984903767,397.808618796145,397.11396397036583,397.1723387369225,78082991
2022-08-19 22:29:19.857916,390.2996398415309,395.7711506931695,392.375537860602,392.79107459442366,86843795
2022-08-20 22:29:19.857916,385.77854410085473,388.93604880382435,384.61674219588735,385.88841232285444,81634412
2022-08-21 22:29:19.857916,391.9563526930711,397.5411400640631,392.45994586612716,393.3755124025694,75812055
2022-08-22 22:29:19.857916,389.88847731389336,397.20630044875514,389.2647517517796,392.405487135244,126267294
2022-08-23 22:29:19.857916,392.46795029294213,396.55383247045233,391.8962521481868,392.9019843937909,86340634
2022-08-24 22:29:19.857916,385.32013412091914,386.4154872182432,381.91390555792606,385.9370996978308,121318093
2022-08-25 22:29:19.857916,378.520609337621,386.0524048567877,381.14308698369155,383.37404231031206,95830915
2022-08-26 22:29:19.857916,383.22159184324727,385.6283548866619,383.4728815023745,384.08751149396863,100220684
2022-08-27 22:29:19.857916,375.7361648404559,378.5955410882221,378.39721224536606,378.4913998419644,60685090
2022-08-28 22:29:19.857916,379.39919816045807,386.4342588091141,375.70601124960143,380.52874616879996,145032555
2022-08-29 22:29:19.857916,375.6416423634544,379.64933570697826,377.6227272822617,377.6844089543132,139437173
2022-08-30 22:29:19.857916,372.20791089471413,378.8171923772291,375.51724542109775,376.38479644045395,145521270
2022-08-31 22:29:19.857916,370.36315298993827,376.5167076389188,369.9983491405192,373.5351196144142,132629831
2022-09-01 22:29:19.857916,379.19551800178806,384.21594140075115,382.2963584150133,382.95536677206616,69169217
2022-09-02 22:29:19.857916,379.30480653274014,385.6162315957113,381.21815874785796,383.04673688348373,144546821
2022-09-03 22:29:19.857916,377.1378101190696,378.21004960405645,373.2509172722877,377.91703847381143,144500341
2022-09-04 22:29:19.857916,380.4520338056819,385.9821144902995,381.5860839900875,382.18861926943464,130856713
2022-09-05 22:29:19.857916,375.1739990824418,381.6225766122904,375.94088403675227,376.2432572546867,68010603
2022-09-06 22:29:19.857916,372.17493598678396,378.5948830336566,377.3225690980554,377.4464314648177,131996820
2022-09-07 22:29:19.857916,367.8001860673317,368.1781239193505,364.6954603845513,367.80693708052604,130303337
2022-09-08 22:29:19.857916,360.66922072545503,362.51790215198497,360.3215475265956,361.3248630711412,136337683
2022-09-09 22:29:19.857916,360.61948520651833,366.0201171602617,358.0338097905247,362.468025485594,68274332
2022-09-10 22:29:19.857916,364.2914227160932,367.5189118070717,363.3384460738962,366.3192146206783,122680808
2022-09-11 22:29:19.857916,367.16353793892864,368.1427965194776,366.9271385600803,367.3349122617354,98681267
2022-09-12 22:29:19.857916,365.0646778327822,367.050206175269,366.6621267257315,366.9155270849014,108915684
2022-09-13 22:29:19.857916,365.0580973307135,366.1163679338598,362.3611013607969,365.56886484206217,95837139
2022-09-14 22:29:19.857916,356.5444184806062,360.345456726695,355.46622611905826,358.3351111253323,88150204
2022-09-15 22:29:19.857916,354.0785446401455,358.40990006261444,347.9207264009075,354.89474631846593,89296070
2022-09-16 22:29:19.857916,350.7587779091938,356.2789287084386,352.6993904753228,352.75040869877427,91779199
2022-09-17 22:29:19.857916,356.8926035813288,359.65755695623625,356.67981280015476,358.1948760649761,123690987
2022-09-18 22:29:19.857916,358.3549215146123,363.61749702680544,359.8182683204796,360.0718237479256,123914833
2022-09-19 22:29:19.857916,350.9462380663043,352.8582034844658,349.27472519649757,351.4154792062191,63773042
